name,altName,country,lat,lon,action,islandCrag,islandCragId
Kaijanmätäs,Mikkeli,Finland,61.800228,27.245235,add,,
Bohusmalmön,Uddevalla,Sweden,58.345722,11.330681,add,,
Moschheim,null,null,null,null,add,,
Alisters Cave,null,null,null,null,add,,
Josefinelust/Kullaberg,null,null,null,null,,,
Lindauer Hütte,Feldkirch,Austria,47.034216,9.835313,add,,
Stoney Bank,Manchester,United Kingdom,54.079223,-2.135315,map,Manchester Bridge,516cf536bdc0f71fdd00747d
Bohinjska Bela,null,null,null,null,map,Bohinjska Bela,516d880bbdc0f71fdd052ff1
Tuolumne Meadows,null,null,null,null,map,Tuolumne Meadows,516cf537bdc0f71fdd00753a
Geheimbund,null,null,null,null,add,,
Lillsjöskogen,Södertälje,Sweden,59.022844,17.442427,add,,
Kungshall,Örebro,Sweden,59.246586,14.786696,add,,
"Montsant, Racó de Missa (location missing)",null,null,null,null,map,Montsant,516d1ec8bdc0f71fdd023932
Castelbianco,Finale Ligure,Italy,44.119511,8.066111,add,,
"Monte Irveri, Sardinia",null,null,null,null,add,,
"Margalef, La Braseria",null,null,null,null,map,Margalef,516d1ec8bdc0f71fdd023926
Dampierre Maincourt,Versailles,France,48.716564,1.975372,add,,
Albarracin,null,null,null,null,map,Albarracín,516d1ec8bdc0f71fdd0238b4
The Buddha Cave,null,null,null,null,add,,
"Logan Brae, Blackheath, blue mountains",null,null,null,null,add,,
Gupf,Linz,Austria,48.416665,14.337316,add,,
Rocher de Rory,Lyon,France,45.691912,3.924093,map,Rocher Du Castel,516e12f362bfea195a005f82
Millennium Boulder,Lakewood,"CO, USA",39.680121,-105.207015,add,,
Vénasque,Avignon,France,43.996519,5.146408,map,Venasque,516d4ae8bdc0f71fdd03b70d
Varraze,null,null,null,null,add,,
Slovenia / Crni Kal,null,null,null,null,add,,
Grizzly Peak,null,null,null,null,map,Grizzly Peak,516cf537bdc0f71fdd00758a
Prager Botschaft,null,null,null,null,add,,
Mio (klippigabergen),null,null,null,null,map,Miollet,516d677abdc0f71fdd047bce
Huayabo,null,null,null,null,add,,
Basler Jura,Basel,Switzerland,47.491689,7.648836,map,Basler Jura,516e14ce62bfea195a006ccc
Malaucene,Avignon,France,44.167799,5.152888,map,Malaucène,516d4ae8bdc0f71fdd03b748
Lifestyles Boulder,null,null,null,null,add,,
Ceredo,null,null,null,null,map,Ceredo,516d677abdc0f71fdd047ac7
"Calaveras dome and Hammer Dome, ca",Sacramento,"CA, USA",38.487121,-120.227594,add,,
"Mnich, Tatry (Tatra Mountains)",null,null,null,null,add,,
Emporwand,null,null,null,null,add,,
Rusakulan,Örebro,Sweden,59.407923,15.019469,add,,
Tjuvkyrkeberget,Västervik,Sweden,58.041278,16.503868,map,Västervik,516e27c062bfea195a00ffb3
Pers Gärde,null,null,null,null,add,,
"Tierra Media, Albarracín (location missing)",null,null,null,null,add,,
Krokofant,null,null,null,null,add,,
Vättis,null,null,null,null,map,Vättis,516e14ce62bfea195a006c52
Pont caffino,Nantes,France,47.124929,-1.413921,add,,
Waxenberg,Linz,Austria,48.474621,14.189222,add,,
Armed and Dangerous Area,null,null,null,null,add,,
Markezina Greda,Split,Croatia,43.564347,16.522064,map,Markezina Greda,516e59d362bfea195a01f4e2
Mont Faron,Toulon,France,43.152726,5.950084,map,Toulon,516d4ae8bdc0f71fdd03b805
Slovenia / Osp,null,null,null,null,add,,
Schanzener Wald,null,null,null,null,add,,
New york,Katoomba,Australia,-33.559778,150.228596,map,New York,516d8d0ebdc0f71fdd054851
Clot de l'espasa,Barcelona,Spain,42.237414,2.148514,map,Clot De L'espasa,516d1ec8bdc0f71fdd0239dd
Valberget,Karlshamn,Sweden,56.215952,14.900079,map,Valberget,516e27bf62bfea195a00ff94
Pri Ciginju,null,null,null,null,map,Pri Ciginju,516d880bbdc0f71fdd053016
Robin Proctors Scar,null,null,null,null,add,,
The Wave Boulder,null,null,null,null,add,,
"Margalef, Raco de Espadelles",null,null,null,null,map,Margalef,516d1ec8bdc0f71fdd023926
"Pilar, nm",Santa Fe,"NM, USA",36.284758,-105.7798,map,Valle Santa Felicita,516d677abdc0f71fdd047b84
"Nizne Rysy, Tatry (Tatra Mountains)",null,null,null,null,add,,
Furumossen suosoturit,Helsinki,Finland,60.25506,24.789577,add,,
"Margaref, Cingles del Moli",null,null,null,null,add,,
X,null,null,null,null,map,Xxxx,516d8d0fbdc0f71fdd05487a
"Katteputten, Østmarka",null,null,null,null,add,,
Ste-agathe,null,null,null,null,map,Hängender Stein,516ec82e91e67300000000f6
Sherwood forest,Innsbruck,Austria,47.243581,10.865136,add,,
Pratdip,Costa Daurada,Spain,41.062041,0.900214,add,,
"Valhest, Sentralområdet",null,null,null,null,add,,
Kalmusfels,null,null,null,null,add,,
Plattenwald,null,null,null,null,add,,
Rakkauden lähettiläät,null,null,null,null,add,,
Cook tail sauce V10,null,null,null,null,add,,
Mönch,Linz,Austria,48.418761,14.644747,add,,
Tanssikallio,null,null,null,null,add,,
Ellandalm,null,null,null,null,add,,
Igneus Boulder,null,null,null,null,add,,
Obere Schlossbergwände,null,null,null,null,add,,
Lövsta,null,null,null,null,add,,
El lucumo,Lima,Peru,-12.208831,-76.878633,add,,
Gersau,Lucerne,Switzerland,46.991084,8.542716,add,,
Panorama Crag,null,null,null,null,add,,
Toomsuba,null,null,null,null,add,,
"Rattlesnake Gutter, MA",null,null,null,null,add,,
Trollveggen sotra,null,null,null,null,add,,
The Star Factory,null,null,null,null,add,,
Contador,Arona,Spain,28.21555,-16.561632,add,,
Storstenshöjden,Örebro,Sweden,59.325976,14.915121,add,,
Fat Man's Loop,Flagstaff,USA,35.238346,-111.58225,map,Flagstaff,516cf537bdc0f71fdd007492
Calamés,Toulouse,France,42.822351,1.519085,map,Calamès,516d4ae8bdc0f71fdd03b73b
Simplonpass,Bern,Switzerland,46.24585,8.01451,map,Simplonpass,516e14ce62bfea195a006c82
"Ailefroide, Manu 01",null,null,null,null,map,Ailefroide,516d4ae8bdc0f71fdd03b72e
Dörnbach,Linz,Austria,48.284937,14.211688,add,,
Kalixväggen,Luleå,Sweden,65.9179,22.8804,add,,
"Koirakivet, Kokkola",null,null,null,null,add,,
Smuggler's Notch,Montréal,Canada,44.48083,-72.808868,add,,
Änghagen,Uddevalla,Sweden,58.483981,11.467598,add,,
Tutun takapiha,null,null,null,null,add,,
Østmarka Delux,Oslo,Norway,59.905016,10.864964,add,,
Los Olivos,Huaraz,Peru,-9.527824,-77.543167,add,,
Kal Koritnica,null,null,null,null,add,,
Unshackled,null,null,null,null,add,,
"Rattlesnake Gutter near Leverett, MA (location missing)",null,null,null,null,add,,
Karakush - Stryn,Ålesund,Norway,61.873168,6.646042,add,,
Hex,Innsbruck,Austria,47.328134,11.050143,add,,
Trifels,Pfalz,Germany,49.195465,7.978668,map,Pfalz,516cec69bdc0f71fdd001439
Hets,null,null,null,null,add,,
Hallucinogen,null,null,null,null,add,,
La Villette,Chamonix,France,45.858297,6.732423,map,Chamonix,516d4ae8bdc0f71fdd03b749
Las Eras,null,null,null,null,add,,
Bohrturm,Linz,Austria,48.304048,14.274194,add,,
Morgiou : abri côtier,Marseille,France,43.212464,5.445779,add,,
Kålleröd,null,null,null,null,add,,
Länsi-Espoo,null,null,null,null,add,,
Krafterwand,null,null,null,null,add,,
The Temple,Albuquerque,"NM, USA",35.083956,-106.64978,map,The Temple,516cf537bdc0f71fdd007519
Hochplatte,null,null,null,null,add,,
Grüne Hölle,null,null,null,null,add,,
El Rito,Albuquerque,"NM, USA",36.408539,-106.189857,map,El Rito,516cf536bdc0f71fdd0073a8
Camacho,Lima,Peru,-12.081391,-76.959969,add,,
Säli,Olten,Switzerland,47.32905,7.919756,map,Säli,516e14ce62bfea195a006cae
Pont Julien,null,null,null,null,add,,
Thalhofergrat,Baden,Austria,48.006916,16.036634,map,Thalhofergrat,516ec82e91e6730000000083
"Gennesse Valley near Gennesse, CA",Reno,"NV, USA",40.050351,-120.684471,add,,
Riverside,null,null,null,null,map,Riverside Quarry,516cf536bdc0f71fdd00739f
Lion's Head,Lion&#39;S Head,Canada,45.004379,-81.213049,map,Lion's Head,516e206362bfea195a00c394
Ørnflåget &amp; Pessmaura,Harstad,Norway,68.360234,17.266946,add,,
Almos Forest,null,null,null,null,add,,
Cabeçó d'Or,Alicante,Spain,38.516206,-0.409168,add,,
El Túnel,null,null,null,null,map,El Tunel,516d1ec8bdc0f71fdd023a72
Geitvika,Lofoten,Norway,68.17197,14.235106,map,Lofoten,516e3f5a62bfea195a017782
Badlands,null,null,null,null,add,,
Ollolai,Sardinia,Italy,40.168643,9.175944,map,Sardinia,516d677abdc0f71fdd047ac9
Rocklands - Upper campground,null,null,null,null,map,Rocklands,516dbb38a115619246000076
"Sad Boulders,  The Ice Caves: The Caves",null,null,null,null,add,,
Dolphin bay,null,null,null,null,add,,
Rochers de la Vierge,Seraing,Belgium,50.450277,5.570618,map,Rochers De La Vierge,516e12f362bfea195a005f8a
Sibada,null,null,null,null,map,Sibada,516d4ae8bdc0f71fdd03b7de
Gwyneb Boulder,Wales,United Kingdom,53.097799,-3.918806,map,Walensee,516e14ce62bfea195a006c87
Rabenstein,Linz,Austria,48.382925,14.18109,map,Rabenstein,516ec82e91e67300000000b8
Sonlerto,Ticino,Switzerland,46.394299,8.53801,add,,
Rocky Butte Quarry,Gresham,"OR, USA",45.546154,-122.564412,add,,
Kislovodsk,null,null,43.867951,42.668324,add,,
Mathew Winter Park,Lakewood,"CO, USA",39.681083,-105.208468,add,,
Hohenaschau,null,null,null,null,add,,
Christinenwand,null,null,null,null,add,,
Los pinos 3A,Huaraz,Peru,-9.320536,-77.582617,map,Los Pinos,516d1ec8bdc0f71fdd023995
Pri Zvikarju,null,null,null,null,add,,
Rockdust,null,null,null,null,add,,
Espedal - Øvre,Stavanger,Norway,58.916302,6.276884,map,Espedalen,516e3f5a62bfea195a0177c0
"Turakirae Head, Wellington- New Zealand",null,null,null,null,map,Turakirae Head,516e681d62bfea195a02304c
395 boulder,null,null,null,null,add,,
Korakofolia,Athens,Greece,38.112139,23.798275,map,Korakofolia,516ce980bdc0f71fdd00004e
Axelvik,Tornio,Finland,65.776691,23.383143,add,,
Equinox (WA),null,null,null,null,map,Equinox,516cf536bdc0f71fdd0073bd
Svartdalen,Harstad,Norway,68.458852,17.745323,add,,
"Bibendum, Ceuse",null,null,null,null,add,,
Rocklands - campground,null,null,null,null,map,Rocklands,516dbb38a115619246000076
"Sad Boulder, The Ice Caves, Bishop CA",null,null,null,null,add,,
Kush Kaya,null,null,null,null,add,,
"Bulle d'air, Plagne",Biel,Switzerland,47.174078,7.255976,map,Bielefeld,516cec69bdc0f71fdd00142a
"Østmarka, Filmplaneten nord, Redbull Rampage",null,null,null,null,map,Østmarka,516e3f5762bfea195a01774f
Kotakivi,Seinäjoki,Finland,62.784583,22.777982,add,,
Burenkogl,Linz,Austria,48.381492,14.17197,add,,
Karttula,Kuopio,Finland,62.940201,26.836901,add,,
The Hood,Las Vegas,"NV, USA",36.272719,-115.657668,map,Las Vegas,516d1ec8bdc0f71fdd023af5
Isokari,Kokkola,Finland,63.832797,23.030043,add,,
Churchyard crag,null,null,null,null,add,,
Combate,null,null,null,null,add,,
Vipava,Trieste,Italy,45.843629,13.964971,map,Vipava,516d880bbdc0f71fdd05300c
Giggleswick,null,null,null,null,map,Giggleswick,516e4e6262bfea195a01a87d
Red Rocks - Promised Land,null,null,null,null,map,Red Rock,516cf537bdc0f71fdd00759e
Espedal - nedre,Stavanger,Norway,58.866369,6.156549,map,Espedalen,516e3f5a62bfea195a0177c0
"Salt point, Ca",null,null,null,null,add,,
Korakolfolia,null,null,null,null,add,,
Ten Sleep Canyon,null,null,null,null,map,Ten Sleep,516cf536bdc0f71fdd00736a
Krogen,null,null,null,null,add,,
U-Mounds,null,null,null,null,map,Ubatuba,516e08e562bfea195a0000bc
Schwarzenberg (Germany),null,null,null,null,add,,
Mörkövuori,null,null,null,null,add,,
Secret spot Rkl,null,null,null,null,map,Secret Spot,516ec82d91e673000000006e
Norrkila,Bohuslän,Sweden,58.348109,11.466366,map,Bohuslän,516e27c062bfea195a00ffdd
Utah Hills - Warm-up Wall,null,null,null,null,map,Utah Hills,516cf536bdc0f71fdd00738e
"Sad Boulders, Prozac Nation Bluffs, Bishop CA",null,null,null,null,add,,
Kalaskivi,Oulu,Finland,63.668092,25.114743,add,,
Asasd,null,null,null,null,add,,
"Gorros, Montserrat, Spain",null,null,null,null,add,,
Wilhelmshaven,null,null,null,null,add,,
Stauseefelsen,Linz,Austria,48.38933,14.140084,add,,
Frankenjura - Schatennwand,null,null,null,null,map,Frankenjura,516e14ce62bfea195a006cb6
The Imagination Wall,Las Vegas,"NV, USA",36.263982,-115.65976,map,Las Vegas,516d1ec8bdc0f71fdd023af5
Stiberg,Harstad,Norway,68.204658,17.515125,add,,
Schlaraffenland,null,null,null,null,add,,
Hakered,null,null,null,null,map,Hakered,516e27bf62bfea195a00ff7b
Pachar,Cusco,Peru,-13.269353,-72.220516,add,,
Eppenberg,Aarau,Switzerland,47.374407,8.039881,map,Eppenberg,516e14ce62bfea195a006c78
Forsand,Stavanger,Norway,58.900567,6.116381,add,,
"Sisters boulders near Sisters, OR",null,null,null,null,add,,
Ten Sleep Canyon,null,null,null,null,map,Ten Sleep,516cf536bdc0f71fdd00736a
Norton Summit,null,null,null,null,map,Norton Summit,516d8d0ebdc0f71fdd05483a
Animal Magnetism,null,null,null,null,add,,
HOrre,null,null,null,null,add,,
Fish Slough,null,null,null,null,add,,
"Twitch Rock, Clear Creek Canyon",null,null,null,null,add,,
Bric Pianarella - Finale Ligure,null,null,null,null,add,,
Saint Julien,Avignon,France,44.267975,5.280465,add,,
"Redrocks, Grampians",null,null,null,null,add,,
Kerzenstein,Linz,Austria,48.367816,14.056206,add,,
Peñarrubia,Madrid,Spain,40.771734,-3.664541,map,Peñarrubia,516d1ec8bdc0f71fdd0239bb
Schlupflochfels,null,null,null,null,add,,
Vipavska Bela,Trieste,Italy,45.861325,14.032236,map,Vipavska Bela,516d880bbdc0f71fdd052ff5
Tündérszikla,null,null,null,null,map,Tündérszikla,516e733162bfea195a027c59
"Grizzly Dome, CA",null,null,null,null,add,,
Hummerbakken,Larvik,Norway,58.974592,9.923015,add,,
Karrer Klettergarten,Innsbruck,Austria,47.222031,10.784669,add,,
Pocketopia,null,null,null,null,add,,
Tinos - Petriados,Athens,Greece,37.594342,25.186844,map,Tinos,516ce981bdc0f71fdd00006d
Schattengalerie (Raumünzach),null,null,null,null,add,,
Anfiteatro los manyos,null,null,null,null,add,,
Fortezza - valle isarco,null,null,null,null,map,Fortezza - Hohe Festung,516d677abdc0f71fdd047bf3
Cat Wall,Riyadh,Saudi Arabia,24.668113,46.610772,add,,
Frankenjura-Plumpertal,null,null,null,null,map,Frankenjura,516e14ce62bfea195a006cb6
Burgfels,Steyr,Austria,47.923557,14.437493,add,,
Badger Cove,null,null,52.160787,-16.909179,add,,
Haukkavuori,null,null,null,null,add,,
Edelsteine,null,null,null,null,add,,
Pri Pavru,null,null,null,null,add,,
Low Stony Bank,null,null,null,null,add,,
Vinddalen,null,null,null,null,add,,
Le Manie,Finale Ligure,Italy,44.197528,8.377112,add,,
"Column of the Gaints on hwy 108,CA",null,null,null,null,map,Column Of The Giants,516cf536bdc0f71fdd00740b
Inverness,Stockholm,Sweden,59.386271,18.035882,map,Invernada,516e08e562bfea195a00008c
Turkish standard,null,null,null,null,add,,
Bovedon de crystal,Arona,Spain,28.160136,-16.498203,add,,
Fellmauer (Calw),null,null,null,null,add,,
"Los Manyos, Chile",null,null,null,null,map,Los Manyos,516e799a62bfea195a02a39c
Cavalese - palestra di montebello,Bolzano - Bozen,Italy,46.292036,11.46771,add,,
Finale Ligure - Falesia Del Cinghiale,Finale Ligure,Italy,44.208865,8.351925,add,,
Bear Mountain,null,null,null,null,add,,
"James Canyon, Flagstaff AZ",null,null,null,null,add,,
Baou de Quatre Ouro,Toulon,France,43.161742,5.895281,map,Baou Des 4 Ouros,516d4ae8bdc0f71fdd03b740
Rabenstein,Wels,Austria,47.874633,14.135926,map,Rabenstein,516ec82e91e67300000000b8
Högskär,null,null,null,null,add,,
The Cuttings,Dorset,United Kingdom,50.542236,-2.423172,add,,
Brintbodarna,null,null,null,null,add,,
Mortar Rock,Richmond,"CA, USA",37.893262,-122.272372,map,Mortar Rock,516cf537bdc0f71fdd0074ac
Schwäbische Alb,Reutlingen,Germany,48.468369,9.397709,map,Schwäbische Alb,516cec69bdc0f71fdd001440
Montet,null,null,null,null,map,Col Des Montets,516d4ae7bdc0f71fdd03b6f9
Bushwhack Boulders,null,null,null,null,add,,
Moughton Nab,null,null,null,null,map,Moughton Nab,516e4e6262bfea195a01a898
Bandstein,Frankenjura,Germany,49.818894,11.31055,map,Frankenjura,516e14ce62bfea195a006cb6
"Price Canyon, Utah",Colorado Springs,"CO, USA",38.364629,-104.999999,add,,
The Ruins,Exeter,United Kingdom,50.718962,-3.536117,add,,
Calw (Gimpelstein),Stuttgart,Germany,48.710589,8.738465,map,Calw,516cec69bdc0f71fdd001411
BCC,null,null,null,null,add,,
Les Graniteurs,Chamonix,France,45.900266,6.64623,map,Chamonix,516d4ae8bdc0f71fdd03b749
Cooks Forest,null,null,null,null,add,,
Våerfeltet,null,null,null,null,add,,
Mokollen,Sandefjord,Norway,59.141827,10.212299,map,Sandefjord,516e3f5762bfea195a017761
Malsaire,null,null,null,null,map,Malsaire,516d4ae8bdc0f71fdd03b7f4
L_tal/H,null,null,null,null,,,
Metsäkylä,null,null,null,null,add,,
Piedras gordas,Ensenada,Mexico,31.879125,-116.311226,add,,
Skogstorp,Eskilstuna,Sweden,59.322243,16.474514,add,,
3.04.,null,null,null,null,add,,
"Predikstolen, Gagnef",Borlänge,Sweden,60.360286,15.008354,map,Predikstolen,516e27bf62bfea195a00ff99
Casarotta,null,null,null,null,add,,
"Breitlahner, Zillertal",Innsbruck,Austria,47.059247,11.75135,add,,
Rocher de la Muse,null,null,null,null,map,Rocher Du Castel,516e12f362bfea195a005f82
Nyckelviksberget,Stockholm,Sweden,59.325462,18.197715,add,,
Unknown,Adelaide,Australia,-35.068643,138.924898,add,,
Calw (Fellmauer),null,null,null,null,map,Calw,516cec69bdc0f71fdd001411
Nye Øvstefeltet,Ålesund,Norway,62.100389,6.226197,add,,
Hyyppivuori,null,null,null,null,add,,
"Swan Mountain, CO",null,null,null,null,add,,
Les Hauts Vernis,null,null,null,null,add,,
Cesnola,null,null,null,null,map,Cesnola,516d677abdc0f71fdd047af6
Staumauer,Wels,Austria,47.827932,14.155913,map,Mt Wellington,516d8d0ebdc0f71fdd054830
Öküzini,null,null,null,null,add,,
Chuckawalla,St George,"UT, USA",37.111051,-113.598633,map,Chuckawalla,516cf536bdc0f71fdd007388
"Elephant Rock, Heise, Id",null,null,null,null,map,Elephant Rocks,516e681d62bfea195a023055
Milford,null,null,null,null,map,Milford,516cf537bdc0f71fdd00753c
Governor Listor,Abbotsford,Canada,48.634213,-122.469889,add,,
Less bosson/chamonix,null,null,null,null,,,
Sassnice,null,null,null,null,add,,
Bishop Peak,null,null,null,null,add,,
Pont du Fosse,null,null,null,null,map,Pont Du Fosse,516d4ae8bdc0f71fdd03b831
San Fausto,Pamplona,Spain,42.708299,-2.059636,map,San Fausto,516d1ec8bdc0f71fdd023964
"Paese, Chironico",null,null,null,null,add,,
Hohewand,Ternitz,Austria,47.829061,16.048021,add,,
Calw (Straßenwand),Stuttgart,Germany,48.699487,8.741298,map,Calw,516cec69bdc0f71fdd001411
Moseløkken stenbrud,Copenhagen,Denmark,55.273203,14.775801,add,,
Sagefloten,Ålesund,Norway,61.749731,6.36756,add,,
Kullaberg,null,null,null,null,map,Kullaberg,516e27bf62bfea195a00ff30
chateau Ultera,null,null,null,null,add,,
Bahratal,null,null,null,null,map,Bahratal,516cec69bdc0f71fdd00140c
Uddevalla,null,null,null,null,add,,
Grotto Canyon,Calgary,Canada,51.068855,-115.210125,map,Grotto Canyon,516e206362bfea195a00c3a2
"Paramount Rock, Heise, ID",null,null,null,null,add,,
Flatirons,Boulder,"CO, USA",39.928958,-105.251864,map,Flatirons,516cf537bdc0f71fdd0074a9
Åsklippan,Linköping,Sweden,58.225557,15.728688,add,,
Red Rock,null,null,null,null,map,Red Rock,516cf537bdc0f71fdd00759e
Trow Gill,null,null,null,null,map,Trow Gill,516e4e6262bfea195a01a87f
Castillo de Loarre,Huesca,Spain,42.330227,-0.612059,map,Castillo De Bayuela,516d1ec8bdc0f71fdd023997
Caves Club,Grampians,Australia,-36.898868,142.387158,map,Grampians,516d8d0fbdc0f71fdd05485a
"Margalef, Chorreras",null,null,null,null,map,Margalef,516d1ec8bdc0f71fdd023926
Calw (Ernstmühler Platte),Pforzheim,Germany,48.752567,8.730354,map,Calw,516cec69bdc0f71fdd001411
Gorge de tarn,Montpellier,France,44.302721,3.27163,add,,
Frontline- Balkans,null,null,null,null,map,Frontline,516d8d0fbdc0f71fdd05485c
Kviberg,Göteborg,Sweden,57.740163,12.039492,add,,
下帝釈峡 - 奥村第一道場,null,null,null,null,add,,
Uvhällsklack,Uppsala,Sweden,59.88954,17.079577,add,,
Bahratal,null,null,null,null,map,Bahratal,516cec69bdc0f71fdd00140c
Beatelund,Stockholm,Sweden,59.292194,18.361834,map,Beatelund,516e27bf62bfea195a00ff6d
Slatteforsklippan,Linköping,Sweden,58.357454,15.732315,add,,
Colombiere,Geneva,Switzerland,45.994398,6.477385,add,,
Jean des vignes,null,null,null,null,add,,
Sons of Guns,Gävle,Sweden,60.784861,17.185696,map,Gävle,516e27c062bfea195a010003
"Frankenjura, Schlosszwergwand",null,null,null,null,map,Frankenjura,516e14ce62bfea195a006cb6
The Citadel,Grampians,Australia,-36.89855,142.388617,map,Grampians,516d8d0fbdc0f71fdd05485a
Raumünzach (Graceland),Karlsruhe,Germany,48.643798,8.334846,add,,
"Pilier des Fourmis, Buoux",null,null,null,null,add,,
Cat ba island,null,null,null,null,map,Cat Ba Island,516e7d5c62bfea195a02af2a
Frontline- Balkans,null,null,null,null,map,Frontline,516d8d0fbdc0f71fdd05485c
Hermersbergerhof Gebiete,null,null,null,null,add,,
"Can Colodar, Siurana",null,null,null,null,add,,
Salt de la reina more (Siurana),null,null,null,null,map,Salt De La Bella Dona,516d1ec8bdc0f71fdd023a2b
Everywhere.,null,null,null,null,add,,
Mount Witney,Fresno,"CA, USA",36.596787,-118.289988,add,,
Red Rocks - gateway,null,null,null,null,map,Red Rock,516cf537bdc0f71fdd00759e
Trollbäcken - Parkeringsväggen,Stockholm,Sweden,59.222801,18.227599,add,,
Hardscrabble Pass,null,null,null,null,add,,
Vburg,null,null,null,null,add,,
Bataan,Calgary,Canada,51.078508,-115.293274,map,Bataan,516e206362bfea195a00c3a0
Saalachtal,Salzburg,Austria,47.577452,12.705414,map,Saalachtal,516ec82d91e673000000004f
Baggeby,Stockholm,Sweden,59.35529,18.126605,add,,
Håhammaren,Molde,Norway,62.683539,8.144689,add,,
Pereña,Salamanca,Spain,41.226958,-6.514893,add,,
"Igent, Zillertal",Innsbruck,Austria,47.082222,11.771947,add,,
Foredale Quarry,null,null,null,null,add,,
Kuortti,null,null,null,null,add,,
Pokojec,null,null,null,null,map,Pokojec,516e59d362bfea195a01f4e5
Calw (Schwarzwaldbahn),null,null,null,null,map,Calw,516cec69bdc0f71fdd001411
Cat Ba Vietnam,Haiphong,Viet Nam,20.734442,107.026062,map,Cat Ba Island,516e7d5c62bfea195a02af2a
Frontline- Balkans,null,null,null,null,map,Frontline,516d8d0fbdc0f71fdd05485c
Monte Serra (PI),Lucca,Italy,43.734732,10.56932,add,,
Bric Scimarco - Finale Ligure,null,null,null,null,add,,
Kjosberget buldrepark,Gjøvik,Norway,60.965022,10.661706,add,,
Tyrolean wall (tonsai),null,null,null,null,add,,
Red rocks black velvet canyon,null,null,null,null,map,Red Rock,516cf537bdc0f71fdd00759e
Black rocks,Peak District,United Kingdom,53.0974,-1.562891,map,Black Rocks,516cf536bdc0f71fdd007409
Glacier Gorge Trailhead,null,null,null,null,add,,
Suolahti,null,null,null,null,add,,
La riba,Costa Daurada,Spain,41.317851,1.164508,map,La Riba,516d1ec8bdc0f71fdd023956
Orotelli,null,null,null,null,map,Orotelli,516d6779bdc0f71fdd047aac
"Fleischbank, Kaisergebirge",Kufstein,Austria,47.56818,12.317187,add,,
Dib Scar,null,null,null,null,add,,
"peaks, flagstaff, AZ",Flagstaff,USA,35.323249,-111.697661,map,Peak District,516e4e6362bfea195a01a8b2
"Upper clicke area, Andersons",null,null,null,null,add,,
Perskallio / Kärkölä,Lahti,Finland,60.872016,25.296318,add,,
Varazze - La Cava,Savona,Italy,44.407512,8.543351,map,Varazze,516d6779bdc0f71fdd047a7e
Raumünzach (Pfadfinderblöcke),Karlsruhe,Germany,48.639261,8.350983,add,,
Mussummano (PT),null,null,null,null,add,,
Kaltenleutgeben,Wien,Austria,48.118033,16.204298,map,Kletterhalle Wien,516ec82e91e67300000000fc
Craig y Clipiau (Moelwyns),Wales,United Kingdom,52.99342,-3.96347,map,Walensee,516e14ce62bfea195a006c87
Craig Y Llwyfan,Wales,United Kingdom,53.085314,-4.046504,map,Walensee,516e14ce62bfea195a006c87
The Dragon Eggs,null,null,null,null,add,,
La Pinede,Marseille,France,43.213821,5.413406,add,,
Tjøme,null,null,null,null,add,,
Zemmschlucht,Innsbruck,Austria,47.137658,11.822319,add,,
Briancon - Le Randouillet,null,null,null,null,map,Briancon,516d4ae8bdc0f71fdd03b76a
Potential,Gävle,Sweden,61.207744,16.732167,map,Gävle,516e27c062bfea195a010003
hanger 18,null,null,null,null,add,,
Kungsladugård,Göteborg,Sweden,57.680987,11.922741,add,,
Gare Est,null,null,null,null,map,Gare Est,516d677abdc0f71fdd047bc4
Grotte,null,null,null,null,map,Grotto Canyon,516e206362bfea195a00c3a2
"Brock, Arkansas",null,null,null,null,add,,
Foxs Hole,null,null,null,null,add,,
Powerline Section,null,null,null,null,add,,
Burrator,null,null,null,null,add,,
Las Vegas,Arona,Spain,28.149768,-16.556139,map,Las Vegas,516d1ec8bdc0f71fdd023af5
Lilliput,Savona,Italy,44.409413,8.56689,add,,
Polterplatzblöcke,null,null,null,null,add,,
Montorfano,Varese,Italy,45.945212,8.466125,map,Montorfano,516d677abdc0f71fdd047bfe
Denlelleklippan,null,null,null,null,add,,
Gotland,Visby,Sweden,57.456771,18.539429,add,,
Rifugio Massimo Mila,Torino,Italy,45.440592,7.211022,add,,
Dinas Mot,Wales,United Kingdom,53.086248,-4.049244,map,Walensee,516e14ce62bfea195a006c87
Lunndörren,null,null,null,null,add,,
Kambo,null,null,null,null,add,,
Crawdad Canyon,St George,"UT, USA",37.330857,-113.686523,map,Crawdad Canyon,516cf536bdc0f71fdd0073c9
Apteka,Zawiercie,Poland,50.575538,19.513757,map,Apteka,516dc234a1156192460034c0
Veritas,Rocky Mountain National Park,USA,40.316316,-105.63081,add,,
San Vicente,Talavera De La Reina,Spain,40.105912,-4.692407,map,San Vicente,516d1ec8bdc0f71fdd0238c1
Pego,null,null,null,null,map,Pego,516d1ec8bdc0f71fdd023a0b
Corme,null,null,null,null,map,Corme,516d1ec8bdc0f71fdd0238dd
Gorges de l'Aveyron,null,null,null,null,map,Gorges Du Court,516e14ce62bfea195a006c7c
Dale's Camp in the Buttermilks,Bishop,USA,37.317735,-118.576663,map,Bishop,516cf537bdc0f71fdd00747e
Askerudbekken,Oslo,Norway,60.005874,10.130897,add,,
Tangowall,Kristiansand,Norway,58.109416,7.820678,map,Tangowall,516e3f5a62bfea195a017808
Stokówka,null,null,null,null,map,Stokówka,516dc234a1156192460034ad
