name,altName,country,lat,lon,action,islandCrag,islandCragId
Altvogelbachfels,Freiburg,Germany,47.786807,7.69824,add,,
Mount Vernon,Christchurch,New Zealand,-43.576492,172.667242,add,,
Blebo,null,null,null,null,add,,
Tyniec,Kraków,Poland,50.021198,19.804157,map,Tyniec,516dc234a1156192460034a2
Yvoir,Namur,Belgium,50.337819,4.87234,map,Yvoir,516e12f362bfea195a005f7b
Pelzli (Pelzmühlentaal),Basel,Switzerland,47.436013,7.617259,map,Pelzli,516e14ce62bfea195a006cdc
Deep solo water,Barcelona,Venezuela,10.29499,-64.734879,map,Barcelona,516d1ec8bdc0f71fdd023ad9
Los Arenales,Mendoza,Argentina,-33.622696,-69.513502,add,,
Zečiji kamen,Prijedor,Bosnia and Herzegovina,45.001269,16.88142,add,,
Turlough Hill,Dún Laoghaire,Ireland,53.034549,-6.397433,add,,
Gogarth,Liverpool,United Kingdom,53.304878,-4.692972,add,,
Kerlouan,Quimper,France,48.647711,-4.369482,map,Kerlouan,516d4ae7bdc0f71fdd03b6f5
New Wall,Austin,"TX, USA",30.25421,-97.794733,add,,
Albarrasintra,Rio de Mouro,Portugal,38.771819,-9.408975,map,Rio Das Ostras,516e08e562bfea195a0000e8
Lough Bray,Dún Laoghaire,Ireland,53.178135,-6.298943,add,,
Ågelsjön,null,null,null,null,map,Ågelsjön,516e27bf62bfea195a00ff29
Järnberget,null,null,null,null,add,,
Mackynen,North Bay,Canada,46.353622,-80.819322,add,,
Weinzödl,Graz,Austria,47.111904,15.395987,map,Weinzödl,516ec82e91e67300000000a9
Moab,null,null,38.573334,-109.550858,map,Moab,516cf537bdc0f71fdd00758e
Helvetestinden,Lofoten,Norway,67.980556,12.982256,map,Lofoten,516e3f5a62bfea195a017782
The Darrans,Milford Sound,New Zealand,-44.724296,168.029709,add,,
Lynx lynx,null,null,null,null,add,,
Mt Lemmon,null,null,null,null,map,Mt Lemmon,516cf537bdc0f71fdd00750a
Huayllay,Cerro De Pasco,Peru,-10.983661,-76.345033,map,Huayllay,516e7a2c62bfea195a02a515
Mitholz,Thun,Switzerland,46.526346,7.671843,map,Thunder Ridge,516cf537bdc0f71fdd00758c
Tullingeskog,Stockholm,Sweden,59.202233,17.908819,add,,
Edens lustgård,Kungälv,Sweden,57.907746,11.773267,map,Edens Lustgård,516e27bf62bfea195a00ff56
Groom Creek,Phoenix,"AZ, USA",34.57556,-112.564905,map,Groom Creek,516cf537bdc0f71fdd0074db
Whakapapa,null,null,null,null,add,,
Teneriffa,La Laguna,Spain,28.268101,-16.587799,map,La Laguna,516d677abdc0f71fdd047bbf
Estrada proibida,Rio de Mouro,Portugal,38.778376,-9.413352,map,Rio Das Ostras,516e08e562bfea195a0000e8
Tenriffe,null,null,null,null,add,,
Prophitis Andreas,Kalymnos,Greece,37.03913,26.959635,map,Kalymnos,516d4ae8bdc0f71fdd03b81a
Shelving rock,Schenectady,"NY, USA",43.556697,-73.604289,add,,
Thailand,null,null,null,null,map,Chiang Mai,516d85a3bdc0f71fdd0518f8
Covão cimeiro,Coimbra,Portugal,40.329305,-7.599202,map,Coimbra,516e08e562bfea195a000081
Lipová,Brezno,Slovakia,48.806383,19.582314,add,,
Outokumpu,null,null,null,null,add,,
Potash mountain,Schenectady,"NY, USA",43.364205,-73.826923,add,,
Blowhard Bush,Napier,New Zealand,-39.416593,176.412041,map,Blowhard Bush,516e681d62bfea195a023058
Monsanto,Castelo Branco,Portugal,40.035008,-7.119462,add,,
Terneskjæran,Kristiansand,Norway,57.964724,7.538145,add,,
"Dällenboden, Interlaken",Thun,Switzerland,46.684187,7.814341,map,Dällenboden,516e14ce62bfea195a006c9a
Mito alentejano,Lisbon,Portugal,38.848131,-7.915639,add,,
Dam Cliffs,null,null,null,null,add,,
Smallfield Roof,Peak District,United Kingdom,53.442775,-1.625399,map,Peak District,516e4e6362bfea195a01a8b2
Echo View,null,null,null,null,add,,
Rokokallio,null,null,null,null,add,,
Rankulla,Nässjö,Sweden,57.466466,14.956405,map,Rankulla,516e27bf62bfea195a00ff7c
Todtnauer Klettergarten,Freiburg,Germany,47.832413,7.960564,add,,
Mühlviertel,Linz,Austria,48.304892,14.288406,add,,
107 Boulders,Asheville,"NC, USA",35.207657,-83.145969,add,,
Aerodrom,null,null,null,null,add,,
Capo Testa,Sassari,Italy,41.243611,9.141569,map,Capo Testa,516d677abdc0f71fdd047b54
Buachille Etive Mor,Glasgow,United Kingdom,56.645657,-4.902536,add,,
"Dikewall near Mammoth Lakes, CA",null,null,null,null,add,,
White ghyll,Liverpool,United Kingdom,54.454909,-3.085234,add,,
Hnappavellir,null,null,63.892405,-16.594548,map,Hnappavellir,516e7b7762bfea195a02a995
Sjöhäller,Bohuslän,Sweden,58.429943,11.435652,map,Bohuslän,516e27c062bfea195a00ffdd
Gais,Bolzano - Bozen,Italy,46.833892,11.93936,map,Gaisberg,516ec82e91e67300000000ec
"Yttermalung, Masten",Oslo,Norway,60.578452,13.83286,add,,
Nuihaus,Bolzano - Bozen,Italy,46.770292,11.21025,add,,
Zahnd,null,null,null,null,map,Zahnd,516cf537bdc0f71fdd0074c4
Second Valley,Adelaide,Australia,-35.511339,138.217106,add,,
Dierkes Lake,null,null,42.594322,-114.392331,add,,
Carter Lake,Longmont,"CO, USA",40.32232,-105.213618,map,Carter Lake,516cf537bdc0f71fdd0074a7
Palomas Peak,Albuquerque,"NM, USA",35.307281,-106.397902,add,,
Sjöutsikten,Tjörn,Sweden,57.950568,11.577412,map,Tjörn,516e27c062bfea195a010034
Bavella,Ajaccio,France,41.796016,9.224765,map,Bavella,516d4ae8bdc0f71fdd03b76f
Priedhorie,Prievidza,Slovakia,48.983343,18.483596,add,,
Kirner Dolomiten,Frankfurt am Main,Germany,49.798555,7.448572,add,,
Lake Ouachita,Little Rock,"AR, USA",34.619647,-93.283127,map,Little Rock City,516cf537bdc0f71fdd007481
Chee Dale Cornice,Peak District,United Kingdom,53.256793,-1.818666,map,Chee Dale,516e4e6262bfea195a01a870
Zakrzówek,Kraków,Poland,50.040205,19.914737,map,Zakrzowek,516dc234a1156192460034a8
Coll's Cove,Pittsburgh,"PA, USA",39.931706,-79.545189,map,Coll's Cove,516cf537bdc0f71fdd007521
Koralpe,Wolfsberg,Austria,46.836006,14.934883,map,Koralpe,516ec82d91e673000000004d
Hondon,Marbella,Spain,36.780881,-5.234063,add,,
Am Teller,Klagenfurt,Austria,46.553733,14.237273,add,,
Sarnia Skała,Kraków,Poland,50.176616,19.728634,add,,
Euskal - Colosseo,Finale Ligure,Italy,44.110888,8.042413,add,,
Annila,Valkeakoski,Finland,61.220737,24.025995,add,,
East Clear Creek,Bushman Acres,USA,34.968476,-110.645585,add,,
Tajo del Abanico,Marbella,Spain,36.708339,-5.188959,map,Tajo Del Abanico,516d1ec8bdc0f71fdd023a93
Le Landeyran,Béziers,France,43.483483,3.066916,add,,
Tofana Group,Bolzano - Bozen,Italy,46.533359,12.053111,add,,
Basura,Finale Ligure,Italy,44.11137,8.041336,add,,
Crytal Cave,Albuquerque,"NM, USA",35.839247,-106.644064,add,,
Sitting Bull Falls,Carlsbad,USA,32.243514,-104.696231,map,Sitting Bull Falls,516cf536bdc0f71fdd0073d3
Eus,Perpignan,France,42.646508,2.456029,map,Eulate,516d1ec8bdc0f71fdd023992
Casteljau,Nîmes,France,44.375895,4.201927,map,Casteljau,516d4ae7bdc0f71fdd03b6e6
Gran Atun,Marbella,Spain,36.759172,-5.232668,add,,
Dhamnoni,Réthymnon,Greece,35.161085,24.45219,add,,
Härkäkallio,Kustavi,Finland,60.500726,21.554189,add,,
Skaha,null,null,null,null,map,Skaha,516e206362bfea195a00c38c
Lökkiö,Lappeenranta,Finland,61.475821,28.696504,add,,
Hundidero,Marbella,Spain,36.753052,-5.236015,map,Hundidero,516d1ec8bdc0f71fdd023a59
Cova del Diablo,Mallorca,Spain,39.543285,3.347093,map,Mallorca,516d1ec8bdc0f71fdd02392b
Marientaler Wände,Frankenjura,Germany,49.775278,11.418571,map,Frankenjura,516e14ce62bfea195a006cb6
Santa Barbara,San Sebastián,Spain,43.262847,-1.992624,map,Santa Barbara,516d1ec8bdc0f71fdd023aa9
Cevio,Ticino,Switzerland,46.319804,8.598307,map,Cevio,516e14ce62bfea195a006c3d
Igualeja,Marbella,Spain,36.651343,-5.111003,add,,
Zekreet,Ar Rayyān,Qatar,25.519865,50.847473,add,,
Wolfsbleau,Wolfsburg,Germany,52.421136,10.772385,add,,
Lindfield,Sydney,Australia,-33.770901,151.179001,map,Lindfield,516d8d0fbdc0f71fdd054864
Röthelfels,Frankenjura,Germany,49.747459,11.246331,map,Frankenjura,516e14ce62bfea195a006cb6
Blue Wall,Qormi,Malta,35.820197,14.456227,add,,
Taquitz,null,null,null,null,add,,
Alsace - Vieux Windstein,Strasbourg,France,48.835797,7.597046,add,,
Musfir Sinkhole,Ar Rayyān,Qatar,25.17869,51.202641,add,,
Rian kalix,null,null,null,null,add,,
"Lost Rocks, CA",null,null,null,null,add,,
Sipoonranta,Sipoo,Finland,60.37517,25.267182,map,Sipoo,516e621c62bfea195a022037
Inaccessible Pinnacle,null,null,null,null,add,,
The Balkans,null,null,null,null,add,,
Virgin Gorda,Spanish Town,"Virgin Islands, British",18.443136,-64.434128,add,,
Ix-Xaqqa,Qormi,Malta,35.833784,14.415479,map,Ixcatan,516e3be362bfea195a016163
Cranner Rocks,Casper,"WY, USA",42.455381,-107.542419,add,,
Titanic,Grampians,Australia,-36.910956,142.391202,map,Grampians,516d8d0fbdc0f71fdd05485a
Brooq,Ar Rayyān,Qatar,25.643886,50.847259,add,,
Chocise Stronghold,Tucson,"AZ, USA",31.934828,-109.97941,add,,
Qatar-UAE,Ar Rayyān,Qatar,24.560707,51.134319,add,,
Glotternskogen,Norrköping,Sweden,58.739083,16.2111,add,,
Lanzarote,null,null,null,null,map,Lanzarote,516d1ec8bdc0f71fdd023aaf
Kullavik,Göteborg,Sweden,57.55459,11.924291,map,Kullavik,516e27c062bfea195a01001a
Cody / Single Malt Wall,Cody,USA,44.507608,-109.175949,map,"Cedar Mtn, Cody",516cf537bdc0f71fdd0074b2
Rännöboan,Sundsvall,Sweden,62.333757,16.938354,add,,
Armora Gedel,Addis Ababa,Ethiopia,9.072431,38.786684,add,,
"Tàrbena, Spain",Costa Blanca,Spain,38.710976,-0.104103,map,Costa Blanca,516d1ec8bdc0f71fdd023ac5
El cajon Mountain (location missing),null,null,null,null,add,,
The Homestead,null,null,null,null,map,The Homestead,516cf536bdc0f71fdd007458
Hoyamoros,Salamanca,Spain,40.371136,-5.745335,add,,
The Grotto,Modesto,"CA, USA",37.927714,-120.461719,add,,
Byvik,Västervik,Sweden,57.904273,16.742761,map,Västervik,516e27c062bfea195a00ffb3
Enchanted Tower,Datil,USA,34.252534,-107.908316,map,Enchanted Tower,516cf536bdc0f71fdd007380
Lauziéres,Grenoble,France,45.022704,6.463287,add,,
Ten Sleep / Downtown,Ten Sleep,USA,44.125445,-107.259135,map,Ten Sleep,516cf536bdc0f71fdd00736a
Rotary Park,null,null,null,null,add,,
Garberg,Gävle,Sweden,61.106741,14.283128,map,Gävle,516e27c062bfea195a010003
Salbit,Zürich,Switzerland,46.680599,8.52942,add,,
Devil's Lake,Madison,"WI, USA",43.414026,-89.714973,map,Devil's Lake,516cf537bdc0f71fdd0074bd
Navalosa,Madrid,Spain,40.390489,-4.902992,map,Navalosa,516d1ec8bdc0f71fdd0238ba
Mr Nobody boulder,Field,Canada,51.428735,-116.409502,add,,
The Forest,null,null,null,null,map,The Forest,516cf537bdc0f71fdd007509
Boulder,null,null,35.137879,-40.568115,map,Boulder De Coll Jovell,516e7df162bfea195a02b224
Kolarka Limbach,Pezinok,Slovakia,48.31708,17.208614,add,,
Onkaparinga,null,null,-36.597889,139.921875,add,,
"La Paz, Bolivia",La Paz,Bolivia,-16.553561,-68.093927,add,,
Mount Lemmon (Santa Catalina Mountains),Tucson,"AZ, USA",32.436772,-110.78476,add,,
El Chalten,null,null,null,null,map,El Chalten,516e6ff162bfea195a026aeb
Cody / The Island,Cody,USA,44.508312,-109.177102,map,"Cedar Mtn, Cody",516cf537bdc0f71fdd0074b2
Rifuggio Barbara,Torino,Italy,44.746916,7.100687,add,,
Wilderness of Rocks,Tucson,"AZ, USA",32.433295,-110.786133,add,,
Raumstein III,null,null,null,null,add,,
Mjakisalo,Joensuu,Finland,61.664544,31.03618,add,,
Puig Campana,Costa Blanca,Spain,38.597698,-0.196969,map,Costa Blanca,516d1ec8bdc0f71fdd023ac5
Solang,Manali,India,32.312163,77.159042,add,,
Espiel,Sevilla,Spain,38.178965,-5.041141,map,Espiel,516d1ec8bdc0f71fdd02395d
Wild Iris / Rodeo Wave,Lander,USA,42.582059,-108.7253,map,Wild Iris,516cf536bdc0f71fdd007375
Buraco do Padre,null,null,null,null,map,Buraco Do Padre,516e08e562bfea195a00004e
Soccoro Box Canyon,Luis Lopez,USA,33.974115,-106.946411,add,,
Mt. Magazine,Fort Smith,"AR, USA",35.167143,-93.646517,add,,
豊田,Toyota,Japan,35.069061,137.250928,map,Toyota,516e7ee262bfea195a02b668
"Flaming Gorge, Ut",null,null,null,null,map,Flaming Gorge,516cf537bdc0f71fdd0074f2
Ana Chata,null,null,null,null,map,Ana Chata,516e08e562bfea195a000083
Frossarbobouldern,Uppsala,Sweden,60.058557,17.415009,add,,
Cervinia Boulder,Sion,Switzerland,45.952269,7.655239,add,,
Ekilla,Stockholm,Sweden,59.603886,17.503645,add,,
Pööskallio,Kokkola,Finland,63.546698,23.746099,add,,
Les Gaillands,Chamonix,France,45.914349,6.848763,map,Les Gaillands,516d4ae8bdc0f71fdd03b7e8
Access denied,null,null,null,null,add,,
Parete di Padaro,Arco,Italy,45.936599,10.868538,map,Arcos,516e08e562bfea195a00007f
Kalmit,Pfalz,Germany,49.319919,8.081775,map,Kalmit,516cec69bdc0f71fdd00141b
Modrin,Děčín,Czech Republic,50.776636,14.06765,map,Modrin,516e769662bfea195a028c4b
Norrlandsporten,Gävle,Sweden,61.218434,16.677765,map,Gävle,516e27c062bfea195a010003
"Wye valley, uk",null,null,null,null,add,,
Sanddrif,Cape Town,South Africa,-32.488334,19.267166,map,Sanddrif,516dbb38a11561924600008a
Little River Canyon,Atlanta,"GA, USA",34.425036,-85.588989,map,Little River,516cf536bdc0f71fdd00745c
"Schwarze Wand, Zillertal",Innsbruck,Austria,47.145755,11.973875,add,,
Orlinye skaly,Sochi,Russian Federation,43.556659,39.822005,add,,
Gummingbo,Linköping,Sweden,57.975706,15.796736,map,Gummingbo,516e27bf62bfea195a00ffaa
"Pha tang, laos",null,null,null,null,add,,
Truitjieskraal,Cape Town,South Africa,-32.543883,19.329033,map,Truitjieskraal,516dbb38a11561924600007a
"Nong kiaw, Laos",null,null,null,null,add,,
"Vang vieng, laos",null,null,null,null,map,Vang Vieng,516e810b62bfea195a02bc78
Puig de Garrafa,Mallorca,Spain,39.55925,2.426015,map,Puig De Garrafa,516d1ec8bdc0f71fdd023a0f
Ncc,Newcastle upon Tyne,United Kingdom,54.978722,-1.575036,add,,
Can melafots,null,null,null,null,add,,
Končitá,Prievidza,Slovakia,48.644351,18.589351,add,,
Çitdibi,Antalya,Turkey,36.782755,30.42148,add,,
Les Ayes,Grenoble,France,45.051635,6.280403,map,Les Ayes,516d4ae8bdc0f71fdd03b778
Pierre Lys,Perpignan,France,42.830786,2.211428,add,,
"Moore's Wall, North Carolina",Winston Salem,"NC, USA",36.39448,-80.263367,map,Moore's Wall,516cf537bdc0f71fdd0074a3
Sjöblocken,Göteborg,Sweden,57.61394,12.344534,add,,
Black Oak Bluff,Fayetteville,"AR, USA",35.994917,-94.097128,add,,
Allgäu,Munich,Germany,47.609867,10.26947,map,Allgäu,516cec69bdc0f71fdd001445
Amiel,Montauban,France,44.093056,1.734638,add,,
Cannibal Crags,Red Rock Canyon,USA,36.148889,-115.422672,map,Red Rock,516cf537bdc0f71fdd00759e
Hofors/Hammardammen,Sandviken,Sweden,60.555676,16.281792,,,
Bralie,Prievidza,Slovakia,48.647088,18.458362,add,,
Sadernes - Spain,Perpignan,France,42.271339,2.595863,map,Sadernas,516d1ec8bdc0f71fdd023aec
Wizard's Gate,Rocky Mountain National Park,USA,40.284597,-105.515964,add,,
Subluminal,Dorset,United Kingdom,50.591145,-1.961446,add,,
Deep Creek,Chattanooga,"TN, USA",35.288787,-85.193138,map,Deep Creek,516cf536bdc0f71fdd00738d
"The White Dome, Ida Ougnidif Area",Oulad Teïma,Morocco,29.82888,-9.022737,add,,
Kakia Thalassa,null,null,null,null,map,Kakia Thalassa,516ce980bdc0f71fdd000067
Fremont Canyon,null,null,null,null,map,Fremont Canyon,516cf536bdc0f71fdd007414
"Pinovo, Aridaia,Greece",null,null,null,null,map,Pinovo,516ce981bdc0f71fdd00006f
Cimai,Toulon,France,43.176109,5.843439,map,Cimaï,516d4ae8bdc0f71fdd03b717
Avon Valley,Perth,Australia,-31.600134,116.227015,add,,
Port de Sóller,Mallorca,Spain,39.796665,2.68959,map,Mallorca,516d1ec8bdc0f71fdd02392b
Pancake Valle,El Chorro,Spain,36.936344,-4.720072,map,El Chorro,516d1ec8bdc0f71fdd023928
Aalkorber Wände,Frankenjura,Germany,49.875915,11.337998,map,Frankenjura,516e14ce62bfea195a006cb6
Chanoca,null,null,38.658203,-27.290471,map,Chanoca,516e5e3962bfea195a020bbb
Anfiteatro,Rio de Mouro,Portugal,38.727893,-9.429751,map,Rio Das Ostras,516e08e562bfea195a0000e8
Zvečaj,Banja Luka,Bosnia and Herzegovina,44.67098,17.158644,add,,
Cojitambo,Azogues,Ecuador,-2.758562,-78.887878,map,Cojitambo,516e7aa562bfea195a02a6c3
Encosta dos bebados,Rio de Mouro,Portugal,38.730936,-9.431688,map,Rio Das Ostras,516e08e562bfea195a0000e8
Wavelength Boulders,Wales,United Kingdom,53.088638,-4.058336,map,Walensee,516e14ce62bfea195a006c87
San fernando,Cuenca,Ecuador,-3.148743,-79.252487,map,Cuenca,516d1ec8bdc0f71fdd023929
Stroud's Run,Columbus,"OH, USA",39.347383,-82.056241,add,,
Mixnitz,Leoben,Austria,47.318345,15.185852,map,Mixnitz,516ec82d91e6730000000055
Praia do abano,Rio de Mouro,Portugal,38.740822,-9.472897,map,Rio Das Ostras,516e08e562bfea195a0000e8
Almenara,Groa de Murviedro,Spain,39.757088,-0.22007,map,Almenara,516d1ec8bdc0f71fdd0238eb
Racó de Cortés,Costa Blanca,Spain,38.544574,-0.292554,map,Costa Blanca,516d1ec8bdc0f71fdd023ac5
Gamla vo,Västervik,Sweden,57.728627,16.61459,map,Västervik,516e27c062bfea195a00ffb3
La Creveta,Mallorca,Spain,39.926884,3.106163,map,Mallorca,516d1ec8bdc0f71fdd02392b
Cheile Tureni,Turda,Romania,46.601631,23.715105,map,Cheile Tureni,516e6b1662bfea195a024c94
Roter Fels,Nürnberg,Germany,49.602652,11.49626,add,,
Bouldre v Rači,Bratislava,Slovakia,48.206264,17.120647,add,,
Blue mountains - Logan brae,null,null,null,null,map,Blue Mountains,516d8d0ebdc0f71fdd05482c
El Fumat,Mallorca,Spain,39.947517,3.173115,map,Mallorca,516d1ec8bdc0f71fdd02392b
Morschach,Lucerne,Switzerland,46.987864,8.615427,map,Morschach,516e14ce62bfea195a006cd9
The Beach Boulders,Calgary,Canada,50.045579,-114.1328,add,,
Bratislavská perla,Bratislava,Slovakia,48.232024,17.182124,add,,
Milhac - La Falaise des Corbeaux,Brive La Gaillarde,France,44.78795,1.352066,map,Milhac,516d4ae8bdc0f71fdd03b768
Verblud,null,null,null,null,map,Verblud,516e753762bfea195a0285ce
"Blue mountains, Bells",null,null,null,null,map,Blue Mountains,516d8d0ebdc0f71fdd05482c
Powerlines,Paterson,"NJ, USA",41.146248,-74.164066,add,,
"Østmarka, Oslo",null,null,null,null,map,Østmarka,516e3f5762bfea195a01774f
Lynxklippan,Stockholm,Sweden,59.298037,18.484808,add,,
Zehnerstein,Frankenjura,Germany,49.687671,11.303365,map,Frankenjura,516e14ce62bfea195a006cb6
Gritstoneberget,Stockholm,Sweden,59.200284,18.393676,add,,
The Beach,Grand Tower,USA,37.664527,-89.511229,add,,
GS Cave,null,null,null,null,add,,
Adrspach,Wałbrzych,Poland,50.615598,16.123166,add,,
Ottoman,null,null,null,null,add,,
Birchen edge,Peak District,United Kingdom,53.252634,-1.587743,map,Peak District,516e4e6362bfea195a01a8b2
Eureka,null,null,null,null,add,,
Killington Boulders,null,null,null,null,add,,
"Palawan, El Nido",El Nido,Philippines,11.218008,119.419739,add,,
"Area: Ten Sleep, USA",null,null,null,null,add,,
"Can Jorba (Catalunya, Spain)",null,null,null,null,add,,
Garden of the Gods,null,null,null,null,map,Garden Of The Gods,516cf537bdc0f71fdd007538
Nowa Muchówka,Nowy Sącz,Poland,49.854808,20.453384,map,Nowa Muchówka,516dc233a115619246003478
Tanguisson,null,null,13.53629,144.803131,add,,
Badger Creek,Tetonia,USA,43.863248,-111.149836,add,,
Vitturn,Gävle,Sweden,61.278298,14.119105,map,Gävle,516e27c062bfea195a010003
Fussimanya,Barcelona,Spain,41.968585,2.349658,map,Fussimanya,516d1ec8bdc0f71fdd02390f
Mont Charvatton,Torino,Italy,45.612957,7.685599,add,,
The Underground,Joshua Tree,USA,34.059293,-116.102951,map,Joshua Tree,516cf537bdc0f71fdd00748b
Cala Marcal,Mallorca,Spain,39.408894,3.26225,map,Mallorca,516d1ec8bdc0f71fdd02392b
Cetatea Lita,Cluj-Napoca,Romania,46.609061,23.429031,map,Cetatea Lita,516e6b1662bfea195a024ca3
Cala Sa Nau,Mallorca,Spain,39.390171,3.249954,map,Cala Santanyi,516d1ec8bdc0f71fdd023a09
Coethedral,null,null,null,null,add,,
Djupfjord Buttress,Lofoten,Norway,68.187762,14.232509,map,Lofoten,516e3f5a62bfea195a017782
Østmarka Katteputten,Oslo,Norway,59.896886,10.861595,add,,
Sa Calobra,Mallorca,Spain,39.852474,2.8056,map,Sa Calobra,516d1ec8bdc0f71fdd023a9d
St. lorenz de Montgai,Lleida,Spain,41.875025,0.844439,add,,
Spring Mountain/ Mnt Emily,null,null,null,null,add,,
Refugio Frey/Argentina,San Carlos de Bariloche,Argentina,-41.19697,-71.500209,,,
Mühlau,Innsbruck,Austria,47.291718,11.415439,map,Mühlau,516ec82e91e67300000000f1
Ryan Campground,Joshua Tree,USA,33.983963,-116.15444,map,Joshua Tree,516cf537bdc0f71fdd00748b
Pedra Amarela,Rio de Mouro,Portugal,38.761395,-9.434445,map,Rio Das Ostras,516e08e562bfea195a0000e8
Tomašovský výhľad,Poprad,Slovakia,48.941276,20.472915,add,,
Kremstal,Weinzierl bei Krems,Austria,48.448255,15.395124,map,Kremstal,516ec82d91e6730000000053
PEnedo da amizade,Rio de Mouro,Portugal,38.792435,-9.390746,map,Rio Das Ostras,516e08e562bfea195a0000e8
Kalvária,Nitra,Slovakia,48.296371,18.088388,add,,
Lightner Creek,Durango,USA,37.304423,-107.942673,map,Lightner Creek,516cf537bdc0f71fdd007566
Sierra elvira,Málaga,Spain,37.23407,-3.686666,add,,
Symonds yat,null,null,null,null,add,,
"Pula, Kroatia",Pula,Croatia,44.867185,13.847752,add,,
Valdegovia,Vitoria-Gasteiz,Spain,42.85986,-3.106781,map,Valdegovia,516d1ec8bdc0f71fdd0239cc
Haliny,Ružomberok,Slovakia,49.052214,19.268517,add,,
Skärmarboda bergen,Örebro,Sweden,59.45476,15.132067,add,,
"Patagonia, Fitz Roy- &amp; Torre Groups",El Chaltén,Argentina,-49.3335,-72.937103,map,El Chalten,516e6ff162bfea195a026aeb
Elephant Rocks,Saint Louis,"MO, USA",37.652636,-90.689135,map,Elephant Rocks,516e681d62bfea195a023055
Krkavá skala,Ružomberok,Slovakia,49.046476,19.287057,add,,
Nivar,Málaga,Spain,37.254482,-3.577876,add,,
Slahanay,Squamish,Canada,49.696339,-123.123685,map,Squamish,516e206362bfea195a00c3d3
Werribee Gorge,Melton,Australia,-37.659363,144.354858,map,Werribee Gorge,516d8d0ebdc0f71fdd054850
Urtasjoki,Tromsø,Norway,69.210683,21.058461,add,,
Untere Geierwand,Bolzano - Bozen,Italy,46.63077,12.227504,add,,
Lés Fréaux,Grenoble,France,45.043418,6.28212,add,,
Squamish - Northeast,Squamish,Canada,49.709607,-123.103824,map,Squamish,516e206362bfea195a00c3d3
Arico Nuevo,La Laguna,Spain,28.175533,-16.477561,map,Arico Nuevo,516d1ec8bdc0f71fdd023906
"South Platte, CO",Denver,"CO, USA",39.311988,-105.199585,map,South Platte,516cf536bdc0f71fdd007442
Devínska cesta,Bratislava,Slovakia,48.154549,17.019728,add,,
Chosspile,Brits,South Africa,-25.777016,27.747954,map,Chosspile,516dbb38a11561924600006c
"Ozark Mountains, Arkansas",Fayetteville,"AR, USA",36.018976,-93.19685,add,,
Reserva florestal do grajaú,null,null,null,null,add,,
Way Lake,Fresno,"CA, USA",37.583681,-118.996117,map,Way Lake,516cf537bdc0f71fdd00749e
Interprete (Italy),Ascoli Piceno,Italy,42.8435,13.312426,map,Interprete,516d6779bdc0f71fdd047aa1
Devil's Peak,null,null,22.293052,114.242749,add,,
"Castle rock, Idaho",Albion,USA,42.138968,-113.677752,map,Castle Rock,516cf537bdc0f71fdd00748e
Lebanon,Beirut,Lebanon,33.853025,35.568237,add,,
"Oak Flats, Az",Mesa,"AZ, USA",33.301516,-111.054311,add,,
Montblanc  (Tarragona),Costa Daurada,Spain,41.366889,1.136227,map,Montblanc,516d1ec8bdc0f71fdd0239c5
VC,Rapid City,"SD, USA",44.044476,-103.347101,map,VC,516cf536bdc0f71fdd0073a5
Greggered,Göteborg,Sweden,57.60644,12.157402,map,Greggered,516e27bf62bfea195a00ff72
Sales de Llierca - Spain,Perpignan,France,42.263272,2.670708,add,,
Saaletal,Würzburg,Germany,50.176981,10.070472,add,,
Mgharit Younen,null,null,null,null,add,,
Mount Charleston,Las Vegas,"NV, USA",36.257009,-115.627293,map,Las Vegas,516d1ec8bdc0f71fdd023af5
Ålgårda,Copenhagen,Denmark,56.128984,11.233268,map,Ålgårda,516e27bf62bfea195a00ff88
Area 44,null,null,null,null,add,,
Roßsteinnadel,Munich,Germany,47.631755,11.676487,add,,
Kasaberget,Kirkkonummi,Finland,60.102441,24.259357,add,,
"Sv. Nedjelja, Hvar, Croatia",Split,Croatia,43.134564,16.596222,add,,
RLC,null,null,null,null,add,,
Snowy Mountain,Schenectady,"NY, USA",43.7763,-74.26805,map,Snowy Mountain,516cf537bdc0f71fdd007520
La Catedral,Arona,Spain,28.222735,-16.639266,add,,
Zellerwand,Kufstein,Austria,47.736351,12.411987,map,Zellerwand,516cec69bdc0f71fdd001443
Lander,null,null,42.746004,-108.81031,add,,
"Gunsmoke area, J Tree",Joshua Tree,USA,34.026628,-116.14062,map,Joshua Tree,516cf537bdc0f71fdd00748b
Ice cream boulders,null,null,null,null,add,,
Three pigs,null,null,null,null,add,,
Parete Zebrata,Arco,Italy,45.994338,10.921981,map,Arcos,516e08e562bfea195a00007f
Castillon,Monte-Carlo,Monaco,43.828118,7.484344,map,Castillonroy,516d1ec8bdc0f71fdd023a7d
Lions face,Oulad Teïma,Morocco,29.771381,-8.965827,add,,
Praia das maçãs,Rio de Mouro,Portugal,38.824923,-9.469861,map,Rio Das Ostras,516e08e562bfea195a0000e8
Baume Rousse,Avignon,France,44.301877,5.281613,map,Baume Rousse,516d4ae8bdc0f71fdd03b726
Markaskogen,Örebro,Sweden,59.245467,15.254388,add,,
"Kamień Leski, Poland",Sanok,Poland,49.467276,22.356864,map,Kamien Leski,516dc234a1156192460034d3
